번호,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지전화,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y),,
1251,1,영업/정상,13,영업중,,,,537-0888,137-804,서울특별시 서초구 반포동 65-1 외2필지(지하1층 01호),"서울특별시 서초구 사평대로 150 (반포동, 궁전상가 (지층01호))",6578,키즈 앤 풀 PLUS(반포센터),199993.4132,444246.8508,,
1252,1,영업/정상,13,영업중,,,,02-593-5500,,서울특별시 서초구 반포동 53-3번지,"서울특별시 서초구 고무래로10길 17, B1층 (반포동, 동호빌딩)",6593,(주)스타수퍼키즈,200852.0482,444335.618,,
1253,1,영업/정상,13,영업중,,,,02-536-6363,,서울특별시 서초구 방배동 873-20번지,"서울특별시 서초구 서초대로23길 21, 지하1층 (방배동, 정방빌딩)",6573,아이맘어린이수영장,199231.9782,442910.3873,,
1254,1,영업/정상,13,영업중,,,,061-686-8018,,전라남도 여수시 웅천동 1694-1,전라남도 여수시 예울마루로 37-26 (웅천동),59691,스위밍차일드 여수웅천점,261278.9267,138875.9069,,
1255,1,영업/정상,13,영업중,,,,043-294-2002,,충청북도 청주시 서원구 남이면 가마리 318,"충청북도 청주시 서원구 남이면 가마길 49, 주1동",28219,월드키즈수영장,240878.3416,344192.7719,,
1256,1,영업/정상,13,영업중,,,,,,충청북도 청주시 상당구 용정동 1211,"충청북도 청주시 상당구 1순환로 1521, 지하2층 (용정동)",28748,헬스 앤 스윔,246356.5641,347572.4503,,
1257,1,영업/정상,13,영업중,,,,031-359-4331,,경기도 화성시 우정읍 매향리 966,경기도 화성시 우정읍 기아자동차로 95,18571,기아스포츠센타,178347.843,392918.7012,,
1258,1,영업/정상,13,영업중,,,,,,경기도 화성시 봉담읍 수영리 647-4 B101호,"경기도 화성시 봉담읍 삼천병마로 1315, 지하층 B101호 (동남메리트아파트)",18312,K-Pool(케이풀),195610.5413,413416.4321,,
1259,1,영업/정상,13,영업중,,,,312238582,,경기도 화성시 기산동 48-2 지하1층,"경기도 화성시 효행로 1161, 지하1층 (기산동)",18385,라온어린이수영장,204623.5229,412575.8787,,
1260,1,영업/정상,13,영업중,,,,3180774885,,경기도 화성시 반송동 129-1,"경기도 화성시 노작로3길 40, 1층 (반송동)",18459,헬로키즈풀,206840.0551,410518.2278,,
1261,1,영업/정상,13,영업중,,,,,,경기도 화성시 금곡동 340-4,"경기도 화성시 금곡로 203, 1층 (금곡동)",18511,에스앤제이어린이수영장,206937.3472,408530.7611,,
1262,1,영업/정상,13,영업중,,,,031-222-2155,445-390,경기도 화성시 진안동 493-5,"경기도 화성시 병점중앙로169번길 9, 지하1층 (진안동)",18400,연세 키즈풀,203161.479,412303.4772,,
1263,1,영업/정상,13,영업중,,,,1577-3208,,경기도 화성시 향남읍 평리 40 B101호,"경기도 화성시 향남읍 삼천병마로 238, B101호",18592,향남 KSC 키즈풀,192069.972,403595.2508,,
1264,1,영업/정상,13,영업중,,,,031-373-1101,,,"경기도 화성시 동탄순환대로27길 20, 2층 201~204(본점 421호)호 (영천동)",18472,(주)하비엘럭스,209491.4483,411798.2512,,
1265,1,영업/정상,13,영업중,,,,,,"경기도 화성시 청계동 530 동탄중앙어울림센터, 동탄4동주민센터","경기도 화성시 동탄대로시범길 133, 동탄중앙어울림센터, 동탄4동주민센터 1층 (청계동)",18476,동탄중앙어울림센터 체육시설,209898.3859,410887.0507,,
1266,1,영업/정상,13,영업중,,,,,,"경기도 화성시 반정동 54 , 57-1",경기도 화성시 반정로153번길 9-10 (반정동),18374,와이풀앤와이에스씨(Y-POOL & YSC),203393.455,414807.2457,,
1267,1,영업/정상,13,영업중,,,,031-351-9512,,경기도 화성시 우정읍 조암리 385-9,경기도 화성시 우정읍 쌍봉로 93,18563,화성남부국민체육센터,183581.7762,398530.3515,,
1268,1,영업/정상,13,영업중,,,,,,경기도 화성시 능동 1089,"경기도 화성시 여울로 178-4, 지하1층 (능동)",18424,키즈피아,204907.1705,412479.4213,,
1269,1,영업/정상,13,영업중,,,,,,경기도 화성시 팔탄면 율암리 845-21,경기도 화성시 팔탄면 온천로 434-26,18530,율암힐호텔,189516.6615,405503.8537,,
1270,1,영업/정상,13,영업중,,,,031-376-4082,,경기도 화성시 산척동 산 118,"경기도 화성시 동탄순환대로 257, 종산타워 4층 402,403호 (산척동)",18501,샤크베이레슨전문수영장,210454.4161,407648.1007,,
1271,1,영업/정상,13,영업중,,,,,,경기도 화성시 산척동 724-2,"경기도 화성시 동탄순환대로 253, 모닝그레이스 4층 401호 (산척동)",18501,하비엘럭스,210443.6698,407611.8032,,
1272,1,영업/정상,13,영업중,,,,368-5050,,경기도 화성시 남양읍 남양리 1842-3 현대아파트,"경기도 화성시 남양읍 남양로621번길 46, 현대아파트",18270,현대수영장,184351.4987,410783.0841,,
1273,1,영업/정상,13,영업중,,,,031-8015-3515,445-320,경기도 화성시 능동 1152-2,"경기도 화성시 10용사로 349-7, 지하1층 (능동, 세란메디빌딩)",18429,주식회사 아이풀 동탄지점,204917.7417,410886.4916,,
1274,1,영업/정상,13,영업중,,,,,,,"경기도 화성시 동탄대로시범길 276, B1층 B01호 (청계동, 시범우남퍼스트빌아파트 단지상가)",18477,킨더아쿠아,208892.0538,411248.5836,,
1275,1,영업/정상,13,영업중,,,,,,경기도 화성시 진안동 482,경기도 화성시 경기대로 1078-3 (진안동),18400,경희키즈풀,202831.4343,412174.9378,,
1276,1,영업/정상,13,영업중,,,,3180030208,,,"경기도 화성시 동탄순환대로 617, 지하102,104호 (영천동, 범환프라자)",18472,아이누리수영장,210116.7115,410991.705,,
1277,1,영업/정상,13,영업중,,,,,,제주특별자치도 제주시 연동 1382,제주특별자치도 제주시 연화남길 22 (연동),63141,제이풀 2호점,152395.6749,-2234.576752,,
1278,1,영업/정상,13,영업중,,,,,,충청북도 청주시 청원구 율량동 2330,충청북도 청주시 청원구 율중로29번길 50 (율량동),28315,(주)아쿠아비앤케이,245305.1896,351099.1423,,
1279,1,영업/정상,13,영업중,,,,032-710-2015,,인천광역시 연수구 송도동 8-20 송도캐슬센트럴파크,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 지하1층 (송도동)",21998,(주)박태환수영장,168279.4415,431469.4594,,
1280,1,영업/정상,13,영업중,,,,054-253-7775,,경상북도 포항시 북구 양덕동 1252,경상북도 포항시 북구 장량로145번길 7 (양덕동),37587,(주)워터베이,415734.7074,289541.2352,,
1281,1,영업/정상,13,영업중,,,,031-302-1122,,경기도 수원시 권선구 호매실동 395-2,경기도 수원시 권선구 금호로 28 (호매실동),16400,스윔월드,195921.4036,418516.8284,,
1282,1,영업/정상,13,영업중,,,,031-213-1901,,경기도 수원시 영통구 매탄동 512-6 케이아이피(주),"경기도 수원시 영통구 영통로323번길 6, 케이아이피(주) (매탄동)",16676,(주)아이풀,205473.1805,417010.8737,,
1283,1,영업/정상,13,영업중,,,,031-293-9631~2,,경기도 수원시 팔달구 화서동 717 녹색교통회관,"경기도 수원시 팔달구 일월로22번길 23, 녹색교통회관 지하1층 (화서동)",16422,수원시녹색교통회관 수영장,198250.5154,420485.2509,,
1284,1,영업/정상,13,영업중,,,,031-895-5560,,경기도 수원시 영통구 하동 989 원희캐슬 광교,"경기도 수원시 영통구 광교중앙로248번길 7-2, 원희캐슬 광교 C동 B1층 (하동)",16512,오션서퍼 광교점,205823.5681,421057.602,,
1285,1,영업/정상,13,영업중,,,,031-204-6777,,경기도 수원시 영통구 신동 937-4,"경기도 수원시 영통구 권선로908번길 47, 드림타워 B101호 (신동)",16682,(주)노블,203897.9551,416118.6278,,
1286,1,영업/정상,13,영업중,,,,,,경기도 수원시 장안구 이목동 666 삼풍농원,"경기도 수원시 장안구 장안로346번길 123, 삼풍농원 (이목동)",16345,삼풍수영장,198788.353,423940.3703,,
1287,1,영업/정상,13,영업중,,,,259-4600~3,,경기도 수원시 영통구 이의동 1183 광교웰빙국민체육센터,"경기도 수원시 영통구 웰빙타운로 71, 광교웰빙국민체육센터 (이의동)",16224,광교웰빙국민체육센터,203615.4037,422673.9315,,
1288,1,영업/정상,13,영업중,,,,031-295-7411,,경기도 수원시 권선구 오목천동 360-7,경기도 수원시 권선구 삼천병마로1597번길 26 (오목천동),16634,파라다이스 수영장,196563.2611,415889.6239,,
1289,1,영업/정상,13,영업중,,,,032-721-6622,,인천광역시 부평구 부개동 499-2 삼부한신A 상가 지하1층,"인천광역시 부평구 부개로 58, 지하1층 (부개동, 푸른마을삼부한신아파트)",21347,아이쿠아 어린이 전문 수영장,177034.354,444475.3559,,
1290,1,영업/정상,13,영업중,,,,213-2991,,경기도 수원시 영통구 이의동 1347-3 에듀프라자 지층 202호,"경기도 수원시 영통구 도청로89번길 43, 지층 202호 (이의동, 에듀프라자)",16509,주식회사 아크스포츠,204129.1799,420809.2767,,
1291,1,영업/정상,13,영업중,,,,031-716-3075,,경기도 성남시 분당구 구미동 203-5,"경기도 성남시 분당구 미금로33번길 26, 지하1층 (구미동)",13625,마린스타스위밍,210169.8488,426173.9795,,
1292,1,영업/정상,13,영업중,,,,02-6346-3200,,서울특별시 양천구 신정동 329-10 목동 블루스퀘어 지하1층,"서울특별시 양천구 목동동로 150, 목동 블루스퀘어 지하1층 (신정동)",8014,국가대표 어린이수영클럽,188484.0777,446311.6997,,
1293,1,영업/정상,13,영업중,,,,031-275-3434,,경기도 용인시 기흥구 중동 38-5,"경기도 용인시 기흥구 동백죽전대로 215, B2  201호 (중동)",16995,아쿠아스테이션,213963.0133,417703.8662,,
1294,1,영업/정상,13,영업중,,,,031-377-4082,,경기도 화성시 영천동 500-3,"경기도 화성시 동탄순환대로 788, W프라자 5층 501~506호 (영천동)",18467,샤크베이 레슨전문수영장 2호점,208967.2975,412006.4802,,
1295,1,영업/정상,13,영업중,,,,032-859-4020,,인천광역시 연수구 송도동 29-1 한라 웨스턴파크 송도,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 4층 (송도동)",22006,웨스턴파크 스파앤풀,167094.9331,433775.8884,,
1296,1,영업/정상,13,영업중,,,,041-523-4633,,충청남도 천안시 서북구 성성동 805,충청남도 천안시 서북구 성성10길 24 (성성동),31079,성성파인트리 수영장,212210.6366,371007.917,,
1297,1,영업/정상,13,영업중,,,,,,경상남도 남해군 남면 덕월리 316 아난티남해 골프장,"경상남도 남해군 남면 남서대로1179번길 40-109, 아난티남해 골프장",52433,워터하우스,277357.5499,142642.2032,,
1298,1,영업/정상,13,영업중,,,,053-582-1900,,대구광역시 달서구 장기동 722-1 웃는얼굴아트센터,"대구광역시 달서구 문화회관길 160, 웃는얼굴아트센터 (장기동)",42699,웃는얼굴 아트센터,337497.849,261409.693,,
1299,1,영업/정상,13,영업중,,,,02-898-0315,,경기도 광명시 일직동 510-3 센트럴스퀘어 지하1층,"경기도 광명시 신기로17번길 11, 센트럴스퀘어 지하1층 (일직동)",14344,킨더마린 스윔스쿨,189618.5458,435467.2268,,
1300,1,영업/정상,13,영업중,,,,327218770,,인천광역시 중구 중산동 1883-2,"인천광역시 중구 하늘별빛로65번길 8-21, 401호 (중산동)",22397,슈퍼스타 스위밍 영종,161163.0467,443176.5432,,
1301,1,영업/정상,13,영업중,,,,032-721-8771,,인천광역시 중구 중산동 1883-2,"인천광역시 중구 하늘별빛로65번길 8-21, 501~502호 (중산동)",22397,주식회사 슈퍼스타제로벨스포츠,161163.0467,443176.5432,,
1302,1,영업/정상,13,영업중,,,,,,경기도 고양시 덕양구 원당동 34-11 외 2필지,경기도 고양시 덕양구 호국로1245번길 271 (원당동),10290,패밀리 워터파크,187997.1884,464489.9581,,
1303,1,영업/정상,13,영업중,,,,032-719-7310,,인천광역시 중구 중산동 1875-3,"인천광역시 중구 하늘달빛로 94, 409~412호 (중산동)",22402,노블스위밍랩,160792.5726,442883.0337,,
1304,1,영업/정상,13,영업중,,,,053-327-7000,,대구광역시 동구 신천동 326-1 대구 메리어트 호텔 및 서비스드 레지던스,"대구광역시 동구 동부로26길 6, 대구 메리어트 호텔 및 서비스드 레지던스 옥상층 (신천동)",41243,대구메리어트호텔 '인피니티풀',346922.1109,265123.3158,,
1305,1,영업/정상,13,영업중,,,,528-1300/716-3900,,광주광역시 북구 매곡동 373-15,"광주광역시 북구 서하로 82, 3층 (매곡동)",61064,아쿠아시티광주 주식회사,189866.6505,187551.3782,,
1306,1,영업/정상,13,영업중,,,,,,광주광역시 북구 신용동 624-4,광주광역시 북구 연양로7번길 61 (신용동),61075,제이제이 어린이 수영장,187904.0881,189977.6007,,
1307,1,영업/정상,13,영업중,,,,1588-0046,,광주광역시 광산구 월곡동 679-12 우석빌딩 5층,"광주광역시 광산구 풍영로 83, 우석빌딩 5층 (월곡동)",62328,월드수영센터,182700.5827,186714.3568,,
1308,1,영업/정상,13,영업중,,,,,,제주특별자치도 서귀포시 색달동 3039-1,"제주특별자치도 서귀포시 중문관광로72번길 100, 1층 (색달동)",63535,파르나스 호텔 제주 에스츄어리,144526.9801,-27679.22103,,
1309,1,영업/정상,13,영업중,,,,064-801-3333,,제주특별자치도 제주시 노형동 산 13,"제주특별자치도 제주시 1100로 2671-30, 3층 (노형동)",63078,엠버 퓨어힐 호텔&리조트,152216.6807,-7643.585521,,
1310,1,영업/정상,13,영업중,,,,,,경상남도 거제시 일운면 소동리 437 라마다호텔,"경상남도 거제시 일운면 거제대로 2631, 라마다호텔 2층",53326,더 포라 수영장,355368.0715,150386.6784,,
1311,1,영업/정상,13,영업중,,,,055-312-5252,,경상남도 김해시 외동 238-5,"경상남도 김해시 분성로 146, 1층 (외동)",50961,아이엠덕 2호점 어린이수영장,369514.1862,193824.6542,,
1312,1,영업/정상,13,영업중,,,,647438838,,제주특별자치도 제주시 연동 1411-3,"제주특별자치도 제주시 과원로 78, A동 지하1층 (연동)",63142,마이테르 수영장 연동점,152671.9158,-2071.383398,,
1313,1,영업/정상,13,영업중,,,,,,대전광역시 중구 태평동 408-11 삼부스포렉스,"대전광역시 중구 태평로 83, 삼부스포렉스 지하2층 (태평동)",34885,삼부스포렉스,235289.3598,313785.6328,,
1314,1,영업/정상,13,영업중,,,,062-655-5731,,광주광역시 남구 임암동 882,"광주광역시 남구 효천길 3, 1층 (임암동)",61754,573스위밍풀,188816.5858,178165.9358,,
1315,1,영업/정상,13,영업중,,,,054-430-8899,,경상북도 김천시 율곡동 801,경상북도 김천시 혁신3로 36 (율곡동),39660,대한키즈스윔스쿨 김천캠퍼스,306267.6507,291228.9469,,
1316,1,영업/정상,13,영업중,,,,061-988-8888,,전라남도 신안군 자은면 유각리 931-2,전라남도 신안군 자은면 자은서부1길 163-101,58830,라 풀 인피니티,112251.8333,150586.2929,,
1317,1,영업/정상,13,영업중,,,,061-357-5087,,전라남도 영광군 홍농읍 상하리 1373-7,전라남도 영광군 홍농읍 홍농로 546,57005,한빛스포츠센터,150352.224,211152.3271,,
1318,1,영업/정상,13,영업중,,,,,,충청북도 음성군 맹동면 동성리 486,충청북도 음성군 맹동면 학예로 14,27738,맹동혁신 국민체육센터(수영장),248218.2148,378922.4728,,
1319,1,영업/정상,13,영업중,,,,,,경상북도 포항시 북구 용흥동 366 우방스포츠프라자,"경상북도 포항시 북구 대안길 44, 우방스포츠프라자 3층 (용흥동)",37650,우방수영장,411963.5927,285048.2969,,
1320,1,영업/정상,13,영업중,,,,062-955-5003,,광주광역시 광산구 운남동 794-3 운남주공7단지아파트,"광주광역시 광산구 목련로153번길 56, 운남주공7단지아파트 상가1동 지하1층 (운남동)",62325,스위밍키즈 운남점,183160.9369,186062.8744,,
1321,1,영업/정상,13,영업중,,,,,,충청남도 아산시 배방읍 장재리 1772 B01호,"충청남도 아산시 배방읍 희망로46번길 45-31, B01호",31470,유앤아이 수영센터,209463.3002,365603.3315,,
1322,1,영업/정상,13,영업중,,,,055-649-8863,,경상남도 통영시 명정동 886-3,경상남도 통영시 평인일주로 1052-27 (명정동),53057,통영수영장,329169.6253,151988.665,,
1323,1,영업/정상,13,영업중,,,,,590-150,전북특별자치도 남원시 산곡동 15-2,전북특별자치도 남원시 장승안길 2-9 (산곡동),590-150,하이츠 야외수영장,233864.4852,213448.8988,,
1324,1,영업/정상,13,영업중,,,,636-7070,590-986,전북특별자치도 남원시 동충동 171-2,,,남원교육문화회관 수영장,234621.5924,212328.8008,,
1325,1,영업/정상,13,영업중,,,,273-7775,560-821,전북특별자치도 전주시 완산구 서신동 813-1 지하1층,전북특별자치도 전주시 완산구 안터6길 36 (서신동),54950,아쿠아 차일드 서신,210460.4104,258925.878,,
1326,1,영업/정상,13,영업중,,,,063-236-3888,,전북특별자치도 전주시 완산구 중화산동2가 784-1,전북특별자치도 전주시 완산구 신촌3길 24 (중화산동2가),54975,스파온,210373.8883,257490.9966,,
1327,1,영업/정상,13,영업중,,,,063-902-5343,561-823,전북특별자치도 전주시 덕진구 우아동3가 602-43 지하1층,전북특별자치도 전주시 덕진구 견훤로 489 (우아동3가),54905,굿 스위밍,213924.7632,261581.4021,,
1328,1,영업/정상,13,영업중,,,,063-252-7070,,전북특별자치도 전주시 덕진구 송천동1가 701-1,"전북특별자치도 전주시 덕진구 가리내로 546, 지하층 (송천동1가)",54832,GOGO SWIMMING,210157.3452,262200.5368,,
1329,1,영업/정상,13,영업중,,,,063-909-3355,,전북특별자치도 전주시 덕진구 송천동2가 404-2,"전북특별자치도 전주시 덕진구 동부대로 1173, 지하층 (송천동2가)",54827,아쿠아차일드 송천,210632.1742,263235.0256,,
1330,1,영업/정상,13,영업중,,,,063-237-0022,,전북특별자치도 전주시 완산구 중화산동2가 752-3,"전북특별자치도 전주시 완산구 화산천변로 24, 지하층 (중화산동2가)",54974,헬로키즈풀,210445.5977,257897.3693,,
1331,1,영업/정상,13,영업중,,,,063-232-7000,,전북특별자치도 전주시 완산구 풍남동3가 26-5 라한호텔 전주,"전북특별자치도 전주시 완산구 기린대로 85, 라한호텔 전주 (풍남동3가)",55041,주식회사 라한호텔 전주,213854.3035,257455.7227,,
1332,1,영업/정상,13,영업중,,,,277-0022,,전북특별자치도 전주시 덕진구 송천동1가 107-179,"전북특별자치도 전주시 덕진구 솔내로 148, 지하1층 (송천동1가)",54823,헬로키즈풀,211426.8583,262582.7758,,
1333,1,영업/정상,13,영업중,,,,063-246-0534,,전북특별자치도 전주시 덕진구 우아동1가 1007-1 전라북도국민체육센터,"전북특별자치도 전주시 덕진구 한배미6길 7, 전라북도국민체육센터 (우아동1가)",55030,전라북도 국민체육센터,215262.9968,258205.9276,,
1334,1,영업/정상,13,영업중,,,,222-9964,,전북특별자치도 전주시 완산구 효자동3가 1215-21 전라북도장애인복지관,"전북특별자치도 전주시 완산구 천잠로 277, 전라북도장애인복지관 (효자동3가)",55069,전북장애인복지수영장,208279.0912,256812.8715,,
1335,1,영업/정상,13,영업중,,,,063-224-5921,,전북특별자치도 완주군 이서면 갈산리 691-1,"전북특별자치도 완주군 이서면 오공로 11-13, 테라스샾 4층 405,406,407호",55365,위너키즈,205036.657,259635.4228,,
1336,1,영업/정상,13,영업중,,,,064-793-9007,,제주특별자치도 서귀포시 안덕면 광평리 25-1,,,씨제이대한통운(주)클럽나인브릿지,143641.1197,-17474.68972,,
1337,1,영업/정상,13,영업중,,,,061-793-6001,,전라남도 광양시 마동 1018-66,전라남도 광양시 느지매기길 15-8 (마동),57773,스위밍차일드(광양중마점),262646.0936,161934.439,,
1338,1,영업/정상,13,영업중,,,,055-713-2843,,경상남도 창원시 성산구 중앙동 96-1 기산파라다이스 B101호,"경상남도 창원시 성산구 중앙대로 95, B101호 (중앙동, 기산파라다이스)",51515,짐스아쿠아,352779.7381,192889.5881,,
1339,1,영업/정상,13,영업중,,,,055-298-1151,,경상남도 창원시 마산회원구 석전동 232-1 창원 마산역 동도센트리움,"경상남도 창원시 마산회원구 양덕옛2길 129, 지하1층 (석전동, 창원 마산역 동도센트리움)",51316,노블스위밍랩(마산점),343738.4384,193829.2924,,
1340,1,영업/정상,13,영업중,,,,055-263-6005,,경상남도 창원시 성산구 용호동 73-54 동남빌딩,"경상남도 창원시 성산구 원이대로589번길 14, 지하1층 (용호동)",51436,(주)풀런키즈스윔,352854.3063,193470.5161,,
1341,1,영업/정상,13,영업중,,,,055-296-7999,,경상남도 창원시 마산회원구 양덕동 51-5 신동학원,"경상남도 창원시 마산회원구 팔용로 2, 신동학원 지하 1층 (양덕동)",51364,블루몽 스윔,344234.3733,193451.9893,,
1342,1,영업/정상,13,영업중,,,,055-242-1150,,경상남도 창원시 마산합포구 대내동 5-4 지하1층,"경상남도 창원시 마산합포구 월영북로 12, 지하1층 (대내동)",51765,노블스위밍랩(경남대점),341761.9625,188083.6657,,
1343,1,영업/정상,13,영업중,,,,,,충청북도 청주시 흥덕구 가경동 1516,"충청북도 청주시 흥덕구 장구봉로 68, B1층 (가경동)",28408,주식회사 슈퍼차일드,239457.5955,346890.7574,,
1344,1,영업/정상,13,영업중,,,,055-287-2230,,"경상남도 창원시 성산구 성주동 100 더스퀘어 C202,C203호","경상남도 창원시 성산구 대암로 247, C202.C203호 (성주동, 더스퀘어)",51471,PHOENIX SWIM CLUB,355800.1783,190741.5645,,
1345,1,영업/정상,13,영업중,,,,,,전라남도 나주시 빛가람동 904,"전라남도 나주시 빛가람로 838, 1층 (빛가람동)",58330,리더스 스윔 아카데미,181916.5339,169104.5771,,
1346,1,영업/정상,13,영업중,,,,062-575-5731,,광주광역시 북구 연제동 217,"광주광역시 북구 양일1로 50, B1층 (연제동)",61092,573 스위밍풀 연제점,187954.6978,188436.3958,,
1347,1,영업/정상,13,영업중,,,,,,경기도 고양시 덕양구 원당동 184-14,경기도 고양시 덕양구 호국로 1142 (원당동),10292,오즈키즈워터파크,187918.6121,463503.1363,,
1348,1,영업/정상,13,영업중,,,,,,경기도 화성시 목동 0,"경기도 화성시 동탄신리천로 414, 경서타워 401~408호 (목동)",18490,스윔스튜디오제이,,,,
1349,1,영업/정상,13,영업중,,,,,301-030,대전광역시 중구 부사동 162-1번지,대전광역시 중구 대종로 373 (부사동),301-030,한밭수영장,238600.38,312925.2086,,
1350,1,영업/정상,13,영업중,,,,586-8033,301-818,대전광역시 중구 산성동 120-18번지,대전광역시 중구 유등천동로 232 (산성동),35080,대전시립산성종합복지관 수영장,234297.0359,311516.9349,,
1351,1,영업/정상,13,영업중,,,,042-525-6005,,대전광역시 중구 유천동 326-8번지,대전광역시 중구 태평로 18 (유천동),34891,스위밍키즈 태평점,235160.2164,313137.5329,,
1352,1,영업/정상,13,영업중,,,,630-8622,,대전광역시 동구 삼성동 151-13 우송휴먼센터,"대전광역시 동구 우암로 128, 지하2층 (삼성동)",34613,에프스포렉스,238759.5979,315374.0885,,
1353,1,영업/정상,13,영업중,,,,280-1008,300-820,대전광역시 동구 용운동 301-1번지,대전광역시 동구 동부로 138 (용운동),34522,용운국제수영장,241837.9138,313847.7736,,
1354,1,영업/정상,13,영업중,,,,051-466-9101,,부산광역시 중구 영주동 743-80,부산광역시 중구 중구로 151 (영주동),48912,코모도 실내수영장,385475.5431,180776.201,,
1355,1,영업/정상,13,영업중,,,,051-757-0101,611-817,부산광역시 연제구 연산동 420-3번지 (6층),부산광역시 연제구 연안로 25 (연산동),47567,대영 스포렉스,391823.0345,189881.9811,,
1356,1,영업/정상,13,영업중,,,,051-509-2600,,부산광역시 기장군 기장읍 시랑리 704-1 힐튼부산,"부산광역시 기장군 기장읍 기장해안로 268-32, 힐튼부산",46083,아난티 앳 부산 코브 아웃도어풀,402877.3233,191010.7785,,
1357,1,영업/정상,13,영업중,,,,051-509-1111,,부산광역시 기장군 기장읍 시랑리 704-1 힐튼부산,"부산광역시 기장군 기장읍 기장해안로 268-32, 힐튼부산",46083,아난티 앳 부산 코브 인도어풀,402877.3233,191010.7785,,
1358,1,영업/정상,13,영업중,,,,051-604-7217,,부산광역시 기장군 기장읍 시랑리 704-1 아난티코브,"부산광역시 기장군 기장읍 기장해안로 268-32, 아난티코브",46083,워터하우스,402877.3233,191010.7785,,
1359,1,영업/정상,13,영업중,,,,051-604-7201,,부산광역시 기장군 기장읍 시랑리 704-1 아난티코브,"부산광역시 기장군 기장읍 기장해안로 268-32, 아난티코브",46083,오너스클럽 야외수영장,402877.3233,191010.7785,,
1360,1,영업/정상,13,영업중,,,,051-505-1212,,부산광역시 동래구 사직동 74-18번지,부산광역시 동래구 석사로18번길 41 (사직동),47867,망고키즈수영장(사직점),387839.9482,190632.1361,,
1361,1,영업/정상,13,영업중,,,,627-7373,608-834,부산광역시 남구 용호동 391-13번지,부산광역시 남구 동명로152번길 27 (용호동),48584,용호레포츠수영장,392578.8423,181926.7918,,
1362,1,영업/정상,13,영업중,,,,611-6227,,부산광역시 남구 대연동 1122-7,"부산광역시 남구 석포로 119, 지하1층 (대연동)",48486,주식회사 대호키즈,390505.9988,183003.0579,,
1363,1,영업/정상,13,영업중,,,,610-1111,608-804,부산광역시 남구 대연동 55-1번지 센츄리빌딩 지하2층 14호,"부산광역시 남구 수영로 312, 지하2층 14호 (대연동, 센츄리빌딩)",48508,주식회사 센츄리 스포렉스,391411.1796,184052.4031,,
1364,1,영업/정상,13,영업중,,,,626-7783,,부산광역시 남구 용호동 370-5,"부산광역시 남구 용호로 132, 지하1층 (용호동)",48528,아이올림픽 키즈 수영장,392448.0196,182209.0592,,
1365,1,영업/정상,13,영업중,,,,051 524 0321,,부산광역시 동래구 낙민동 84-8번지 보림프라자 지1층 108호,"부산광역시 동래구 안남로 23, 지1층 108호 (낙민동, 보림프라자)",47892,키즈스플래쉬(부산본점),390724.4279,190387.2051,,
1366,1,영업/정상,13,영업중,,,,051-514-9007,609-823,부산광역시 금정구 부곡동 294-1,부산광역시 금정구 부곡로 140 (부곡동),46271,스타키즈 수영장,390422.1964,194117.2976,,
1367,1,영업/정상,13,영업중,,,,582-2569,,부산광역시 금정구 남산동 961-15번지 은성빌딩,부산광역시 금정구 금샘로 561-1 (남산동),46234,점프키즈센터,389632.2688,199014.8694,,
1368,1,영업/정상,13,영업중,,,,051-711-6016,,부산광역시 금정구 장전동 360-13번지 Z-ZONE 지하1층,"부산광역시 금정구 금강로 231, Z-ZONE (장전동)",46294,펀펀짐 어린이 수영장,389671.3778,194178.2567,,
1369,1,영업/정상,13,영업중,,,,,,경기도 하남시 망월동 1129-1 남송타워 206호,"경기도 하남시 미사강변동로84번길 21, 남송타워 206호 (망월동)",12912,조이앤풀 하남점,217091.7677,451222.1226,,
1370,1,영업/정상,13,영업중,,,,064-908-6000,,제주특별자치도 서귀포시 안덕면 서광리 산 24-15번지,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,63522,탐모라 수영장,136416.5735,-21257.23408,,
1371,1,영업/정상,13,영업중,,,,02-509-6181,,,"경기도 과천시 광명로 181 (막계동, 서울랜드)",13829,서울랜드 야외수영장,202115.8277,437231.6724,,
1372,1,영업/정상,13,영업중,,,,02-509-6181,,경기도 과천시 막계동 33번지 서울랜드,"경기도 과천시 광명로 181, 서울랜드 (막계동)",13829,서울랜드 야외수영장,202115.8277,437231.6724,,
1373,1,영업/정상,13,영업중,,,,273-2730,361-833,충청북도 청주시 서원구 사창동 261-4 (8층),"충청북도 청주시 서원구 사직대로 140, 8층 (사창동)",28647,현대스포랜드(주),241311.7167,348256.4588,,
1374,1,영업/정상,13,영업중,,,,,,경상남도 거제시 장목면 농소리 25,"경상남도 거제시 장목면 거제북로 2501-40, 지하3층",53200,한화리조트거제벨버디어 수영장,356182.8802,168984.0185,,
